r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
r,Cleric,,Wizard,,m,,,,,,,,,,,,,,w,w,,,,,,,,,,,,,,,,,,,w,w,,,,,,,,,,,,,,,,,,,w,w,,,,,,,,,,,,,,,,,,,w,w,,,,,,,,,,,,,,,,,,,w,w,,,,,,,,,,,,,,,,,,,w,w,,,,,,,,,,,,,,,,,,,w,w,,,,,,,,,,,,,,,,,,,r
r,,,,,,,,,,,,,,,,,,,w,w,,,,,,,,r,r,r,r,r,,,,,,,w,w,,,,,,,,,,,,,,,,,,,w,w,,,,,,,,,,,,,,,,,,,w,w,,,,,,,,,,,,,,,,,,,w,w,,,,,,,,,,,,,,,,,,,w,w,,,,,,,,,,,,,,,,,,,w,w,,,,,,,,,,,,,,,,,,,r
r,Barbarian,,Fighter,,,,,,,,,,,,,,,,w,w,,,,,,,r,r,r,r,r,,,,,,,,w,w,,,,,,,,,,,,,,,,,,,w,w,,,,,,,,,,,,,,,,,,,w,w,,,,,,,,,,,,,,,,,,,w,w,,,,,,,,,,,,,,,,,,,w,w,,,,,,,,,,,,,,,,,,,w,w,,,,,,,,,,,,,,,,,,,r
r,,,,,,,,,,,,,,,,,,,w,w,,,,,,r,r,,r,r,,,,,,,,,w,w,,,,,,r,r,r,r,r,r,r,r,,,,,,w,w,,,,,,r,r,r,r,r,r,r,r,,,,,,w,w,,,,,,r,r,r,r,r,r,r,r,,,,,,w,w,,,,r,,r,r,r,r,r,r,r,r,,,,,,w,w,,,,r,,r,r,r,r,r,r,r,r,,,,,,w,w,,,,,r,,r,r,r,r,r,r,r,r,,,,,r
r,,,,,,,,,,,,,,,,,,,w,w,,,,,r,r,,,r,r,,,,,,,,,w,w,,,,,,r,,,,,,,,,,,,,w,w,,,,,,r,,,,,,,,,,,,,w,w,,,,,,r,,,,,,,r,,,,,,w,w,,,,r,,r,,,,,,,r,,,,,,w,w,,,,r,,,,,,,,,r,,,,,,w,w,,,,,r,,r,,,,,,,,,,,,r
r,,,,,,,,,,,,,,,,,,,w,w,,,,r,r,,,,r,r,,,,,,,,,w,w,,,,,,r,,,,,,,,,,,,,w,w,,,,,,r,,,,,,,,,,,,,w,w,,,,,,r,,,,,,,r,,,,,,w,w,,,,r,,r,,,,,,,r,,,,,,w,w,,,,r,,,,,,,,,r,,,,,,w,w,,,,,r,,r,,,,,,,,,,,,r
r,,,,,,,,,,,,,,,,,,,w,w,,,,,,,,,r,r,,,,,,,,,w,w,,,,,,r,,,,,,,,,,,,,w,w,,,,,,r,,,,,,,,,,,,,w,w,,,,,,r,,,,,,,r,,,,,,w,w,,,,r,,r,,,,,,,r,,,,,,w,w,,,,r,,,,,,,,,r,,,,,,w,w,,,,,r,,r,,,,,,,,,,,,r
r,,,,,,,,,,,,,,,,,,,w,w,,,,,,,,,r,r,,,,,,,,,w,w,,,,,,r,,,,,,,,,,,,,w,w,,,,,,r,,,,,,,,,,,,,w,w,,,,,,r,,,,,,,r,,,,,,w,w,,,,r,,r,,,,,,,r,,,,,,w,w,,,,r,,,,,,,,,r,,,,,,w,w,,,,,r,,r,,,,,,,,,,,,r
r,,,,,,,,,,,,,,,,,,,w,w,,,,,,,,,r,r,,,,,,,,,w,w,,,,,,r,r,r,r,r,r,r,r,,,,,,w,w,,,,,,r,r,r,r,r,r,r,r,,,,,,w,w,,,,,,r,r,r,r,r,r,r,r,,,,,,w,w,,,,r,,r,,,,,,,r,,,,,,w,w,,,,r,,r,r,r,r,r,r,r,r,,,,,,w,w,,,,,r,,r,r,r,r,r,r,r,r,,,,,r
r,,,,,,,,,,,,,,,,,,,w,w,,,,,,,,,r,r,,,,,,,,,w,w,,,,,,,,,,,,,r,,,,,,w,w,,,,,,r,,,,,,,r,,,,,,w,w,,,,,,,,,,,,,r,,,,,,w,w,,,,r,,r,,,,,,,r,,,,,,w,w,,,,r,,,,,,,,,r,,,,,,w,w,,,,,r,,,,,,,,,r,,,,,r
r,,,,,,,,,,,,,,,,,,,w,w,,,,,,,,,r,r,,,,,,,,,w,w,,,,,,,,,,,,,r,,,,,,w,w,,,,,,r,,,,,,,r,,,,,,w,w,,,,,,,,,,,,,r,,,,,,w,w,,,,r,,r,,,,,,,r,,,,,,w,w,,,,r,,,,,,,,,r,,,,,,w,w,,,,,r,,,,,,,,,r,,,,,r
r,,,,,,,,,,,,,,,,,,,w,w,,,,,,,,,r,r,,,,,,,,,w,w,,,,,,,,,,,,,r,,,,,,w,w,,,,,,r,,,,,,,r,,,,,,w,w,,,,,,,,,,,,,r,,,,,,w,w,,,,r,,r,,,,,,,r,,,,,,w,w,,,,r,,,,,,,,,r,,,,,,w,w,,,,,r,,,,,,,,,r,,,,,r
r,,,,,,,,,,,,m,,,,,,,w,w,,,,,,,,,r,r,,,,,,,,,w,w,,,,,,,,,,,,,r,,,,,,w,w,,,,,,r,,,,,,,r,,,,,,w,w,,,,,,,,,,,,,r,,,,,,w,w,,,,r,,r,,,,,,,r,,,,,,w,w,,,,r,,,,,,,,,r,,,,,,w,w,,,,,r,,,,,,,,,r,,,,,r
r,,,,,,,,,,,,,,,,,,,w,w,,,,,,,,,r,r,,,,,,,,,w,w,,,,,,,,,,,,,r,,,,,,w,w,,,,,,r,,,,,,,r,,,,,,w,w,,,,,,,,,,,,,r,,,,,,w,w,,,,r,,r,,,,,,,r,,,,,,w,w,,,,r,,,,,,,,,r,,,,,,w,w,,,,,r,,,,,,,,,r,,,,,r
r,,,,,,,,,,,,,,,,,,,w,w,,,,,,,,,r,r,,,,,,,,,w,w,,,,,,r,r,r,r,r,r,r,r,,,,,,w,w,,,,,,r,r,r,r,r,r,r,r,,,,,,w,w,,,,,,,,,,,,,r,,,,,,w,w,,,,r,,r,r,r,r,r,r,r,r,,,,,,w,w,,,,r,,r,r,r,r,r,r,r,r,,,,,,w,w,,,,,r,,r,r,r,r,r,r,r,r,,,,,r
r,,,,,,,,,,,,,,,,,,,w,w,,,,,,,,,r,r,,,,,,,,,w,w,,,,,,,,,,,,,,,,,,,w,w,,,,,,,,,,,,,,,,,,,w,w,,,,,,,,,,,,,,,,,,,w,w,,,,,,,,,,,,,,,,,,,w,w,,,,,,,,,,,,,,,,,,,w,w,,,,,,,,,,,,,,,,,,,r
r,,,,,,,,,,,,,,,,,,,w,w,,,,r,r,r,r,r,r,r,r,r,r,r,r,,,,w,w,,,,,,,,,,,,,,,,,,,w,w,,,,,,,,,,,,,,,,,,,w,w,,,,,,,,,,,,,,,,,,,w,w,,,,,,,,,,,,,,,,,,,w,w,,,,,,,,,,,,,,,,,,,w,w,,,,,,,,,,,,,,,,,,,r
r,,,,,,,,,,,,,,,,,,,w,w,,,,,,,,,,,,,,,,,,,w,w,,,,,,,,,,,,,,,,,,,w,w,,,,,,,,,,,,,,,,,,,w,w,,,,,,,,,,,,,,,,,,,w,w,,,,,,,,,,,,,,,,,,,w,w,,,,,,,,,,,,,,,,,,,w,w,,,,,,,,,,,,,,,,,,,r
r,,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,r
r,,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,r
r,,,,,,,,,,,,,,,,,,,w,w,,,,,,,,,,,,,,,,,,,w,w,,,,,,,,,,,,,,,,,,,w,w,,,,,,,,,,,,,,,,,,,w,w,,,,,,,,,,,,,,,,,,,w,w,,,,,,,,,,,,,,,,,,,w,w,,,,,,,,,,,,,,,,,,,w,w,,,,,,,,,,,,,,,,,,,r
r,,,,,,,r,r,r,r,r,r,,,,,,,w,w,,,,r,,,,,,,,,r,,,,,,w,w,,,,,,,,,,,,,,,,,,,w,w,,,,,,,,,,,,,,,,,,,w,w,,,,,,,,,,,,,,,,,,,w,w,,,,,,,,,,,,,,,,,,,w,w,,,,,,,,,,,,,,,,,,,w,w,,,,,,,,,,,,,,,,,,,r
r,,,,,,r,r,,,,,r,r,,,,,,w,w,,,,r,,,,,,,,,r,,,,,,w,w,,,,,,,,,,,,,,,,,,,w,w,,,,,,,,,,,,,,,,,,,w,w,,,,,,,,,,,,,,,,,,,w,w,,,,,,,,,,,,,,,,,,,w,w,,,,,,,,,,,,,,,,,,,w,w,,,,,,,,,,,,,,,,,,,r
r,,,,,r,r,,,,,,,r,r,,,,,w,w,,,,r,,,,,,,,,r,,,,,,w,w,,,,,,r,r,r,r,r,r,r,r,,,,,,w,w,,,,,,r,r,r,r,r,r,r,r,,,,,,w,w,,,,r,,,,,,,,,r,,,,,,w,w,,,,r,,r,r,r,r,r,r,r,r,,,,,,w,w,,,,r,,r,,,,,,,r,,,,,,w,w,,,,,,,,,,,,,,,,,,,r
r,,,,r,r,,,,,,,,,r,r,,,,w,w,,,,r,,,,,,,,,r,,,,,,w,w,,,,,,,,,,,,,r,,,,,,w,w,,,,,,r,,,,,,,r,,,,,,w,w,,,,r,,,,,,,,,r,,,,,,w,w,,,,r,,,,,,,,,r,,,,,,w,w,,,,r,,r,,,,,,,r,,,,,,w,w,,,,,r,,r,r,r,r,r,r,r,r,,,,,r
r,,,,,,,,,,,,,r,r,,,,,w,w,,,,r,,,,,,,,,r,,,,,,w,w,,,,,,,,,,,,,r,,,,,,w,w,,,,,,r,,,,,,,r,,,,,,w,w,,,,r,,,,,,,,,r,,,,,,w,w,,,,r,,,,,,,,,r,,,,,,w,w,,,,r,,r,,,,,,,r,,,,,,w,w,,,,,r,,r,,,,,,,,,,,,r
r,,,,,,,,,,,,r,r,,,,,,w,w,,,,r,,,,,,,,,r,,,,,,w,w,,,,,,,,,,,,,r,,,,,,w,w,,,,,,r,,,,,,,r,,,,,,w,w,,,,r,,,,,,,,,r,,,,,,w,w,,,,r,,,,,,,,,r,,,,,,w,w,,,,r,,r,,,,,,,r,,,,,,w,w,,,,,r,,r,,,,,,,,,,,,r
